x1,x2,x3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.48,0.0
0.0,0.0,0.0
1.0,0.82,1.0
0.0,2.56,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16,0.92,0.16
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.72,1.14,0.72
0.42,1.32,0.42
1.0,0.04,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,0.0
0.08,0.8,0.08
2.0,1.7,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.32,0.0
0.0,3.0,0.0
1.0,1.96,1.0
3.0,2.0,3.0
1.04,1.1,1.04
0.0,0.0,0.0
0.0,4.88,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.16,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.36,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.32,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,4.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.24,0.98,0.24
0.0,4.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.28,2.66,1.28
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.2,0.0
1.0,1.0,1.0
2.0,2.0,2.0
0.96,0.0,0.96
0.0,0.16,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,4.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.1,1.0,1.1
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.96,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8.2,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.88,0.0
4.28,3.52,4.28
0.14,2.22,0.14
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.12,1.12,1.12
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.46,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.44,2.88,2.44
0.0,0.0,0.0
0.0,0.3,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.78,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.06,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,1.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.32,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.92,0.0
0.0,0.0,0.0
1.0,3.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.9,0.0
0.72,1.84,0.72
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.86,0.0,0.86
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.26,4.42,5.26
0.0,0.0,0.0
0.0,1.56,0.0
0.0,0.0,0.0
0.0,2.42,0.0
0.36,0.36,0.36
0.0,0.0,0.0
0.84,0.96,0.84
0.0,0.0,0.0
0.54,0.46,0.54
0.0,0.0,0.0
0.0,4.0,0.0
0.0,1.02,0.0
1.14,1.06,1.14
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.44,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.3,1.68,0.3
0.0,3.52,0.0
0.0,4.0,0.0
5.0,5.0,5.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
6.98,2.02,6.98
2.0,2.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.12,0.0
0.0,0.0,0.0
0.0,4.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.86,0.86,0.86
0.0,0.0,0.0
0.0,4.0,0.0
0.3,0.24,0.3
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.86,0.0
0.0,1.56,0.0
0.0,0.04,0.0
0.06,4.0,0.06
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.5,1.44,1.5
0.0,0.48,0.0
1.0,0.74,1.0
3.88,3.78,3.88
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.06,0.0
0.0,0.0,0.0
0.0,3.6,0.0
0.0,1.84,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.66,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.12,0.0
0.0,0.2,0.0
0.0,2.04,0.0
0.0,0.0,0.0
0.0,0.24,0.0
0.0,0.0,0.0
0.0,0.2,0.0
2.22,4.0,2.22
0.0,0.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.0,0.0
0.0,2.88,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.22,0.0
0.0,0.0,0.0
0.0,1.64,0.0
0.0,0.0,0.0
0.0,4.88,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.16,0.0
0.0,0.0,0.0
0.0,2.48,0.0
0.0,0.0,0.0
0.0,3.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,5.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
1.76,0.0,1.76
0.0,0.0,0.0
0.92,1.04,0.92
0.0,0.0,0.0
0.26,0.22,0.26
0.0,0.0,0.0
0.0,0.0,0.0
3.82,2.96,3.82
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.2,0.0
0.0,3.4,0.0
0.0,0.92,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.48,0.0
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
0.18,1.14,0.18
0.0,0.56,0.0
0.86,1.04,0.86
0.0,0.0,0.0
0.0,2.3,0.0
0.0,3.92,0.0
0.0,0.0,0.0
0.0,2.24,0.0
0.0,0.0,0.0
0.0,3.58,0.0
0.0,2.14,0.0
0.0,0.0,0.0
1.72,1.14,1.72
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.32,0.0
0.0,0.52,0.0
0.0,0.0,0.0
0.0,0.0,0.0
