x1,x2,x3
0.0,1.0,18.0
0.0,0.96,17.28
0.5,6.6,2.42
0.0,2.56,3.52
1.26,5.32,2.26
0.0,14.0,5.0
0.0,1.0,18.0
0.0,1.0,18.0
0.38,8.0,11.0
0.0,0.7,12.6
0.0,0.94,16.92
4.7,11.44,5.0
0.0,0.98,17.64
0.6,6.32,8.54
0.0,2.62,3.08
0.2,14.0,5.0
0.0,5.78,7.92
0.0,8.0,11.0
0.0,0.46,8.28
0.0,7.52,10.34
0.08,14.0,5.0
0.98,4.78,2.1
0.24,12.08,4.36
0.0,8.0,11.0
0.0,1.0,18.0
0.0,7.2,9.9
0.0,9.26,3.3
0.0,1.0,18.0
0.0,0.7,12.24
0.0,1.0,18.0
0.0,6.8,9.24
0.0,14.0,5.0
0.76,3.34,0.92
2.08,10.1,4.12
0.1,8.0,11.0
0.0,8.0,11.0
0.0,8.0,11.0
0.0,1.0,18.0
0.0,11.48,4.1
0.0,7.14,2.5
0.0,0.4,7.2
0.0,0.96,17.28
0.5,8.0,11.0
0.4,8.6,3.12
0.0,4.32,5.94
0.24,5.5,7.3
0.0,5.6,7.7
0.0,0.7,12.6
0.0,7.28,2.6
0.0,14.0,5.0
0.0,7.26,9.9
0.0,1.0,18.0
0.0,0.62,11.16
0.96,10.74,3.82
0.0,8.0,11.0
0.0,2.44,3.08
0.0,0.2,3.6
1.02,6.04,2.44
0.0,8.0,11.0
0.0,0.82,14.76
0.0,13.72,4.9
0.0,1.0,18.0
0.0,6.72,9.24
0.08,14.0,5.0
0.08,7.14,2.36
0.54,14.0,5.0
0.0,6.92,9.46
0.0,1.0,18.0
0.0,4.2,1.5
0.0,1.0,18.0
0.22,14.0,5.0
0.0,7.72,10.56
0.0,8.0,11.0
0.0,6.4,8.8
0.42,10.92,3.98
0.0,8.0,11.0
0.0,0.92,16.56
0.0,7.1,2.5
0.0,7.42,9.9
3.12,13.1,4.9
0.0,10.46,3.7
0.0,8.0,11.0
0.0,12.84,4.5
0.0,7.84,10.78
0.06,5.98,5.74
0.0,0.84,14.4
0.0,0.94,16.92
0.2,5.1,5.78
3.36,9.0,4.58
0.22,8.34,2.88
0.0,0.26,4.68
0.0,5.52,1.9
0.0,8.0,11.0
0.0,2.0,2.42
0.12,14.0,5.0
0.0,0.74,13.32
0.0,1.0,18.0
0.0,1.0,18.0
0.0,8.0,11.0
0.0,0.68,7.56
0.46,4.5,5.72
0.0,3.08,3.96
0.08,7.72,10.56
0.0,1.0,18.0
0.06,14.0,5.0
0.0,6.36,7.48
0.0,8.56,3.0
0.0,1.0,18.0
0.0,1.0,18.0
0.0,1.0,18.0
0.0,8.0,11.0
0.0,7.0,8.8
1.84,13.8,4.98
0.0,8.0,11.0
0.0,0.58,10.44
0.0,1.0,18.0
0.0,0.98,17.64
0.4,7.94,10.78
0.0,0.98,17.64
0.0,1.7,0.6
0.0,0.96,16.92
0.0,4.48,6.16
0.16,10.16,3.64
0.02,14.0,5.0
0.0,1.3,0.2
0.2,14.0,5.0
0.0,0.36,6.48
0.0,1.0,18.0
1.16,7.4,2.98
0.0,7.06,2.5
0.0,14.0,5.0
0.0,1.0,18.0
0.0,0.54,9.72
0.0,0.32,5.76
0.0,7.88,10.78
0.0,8.0,11.0
0.0,5.12,7.04
0.3,12.1,4.34
0.0,1.0,16.56
0.0,1.0,18.0
1.5,14.0,5.0
0.36,10.92,3.88
0.0,7.72,10.56
0.0,8.0,11.0
0.0,0.16,2.88
0.74,10.42,3.86
0.0,7.84,10.78
0.0,1.0,18.0
0.0,1.0,18.0
0.0,1.0,18.0
4.02,13.44,5.0
0.0,1.0,18.0
0.04,3.98,4.44
0.0,0.86,15.48
1.54,12.2,4.58
0.12,6.16,8.18
0.0,7.88,10.78
1.12,4.92,2.18
0.0,8.0,11.0
0.34,8.3,2.94
0.0,8.0,11.0
0.06,14.0,5.0
0.0,3.92,1.4
0.48,7.86,10.78
0.0,0.52,9.36
0.0,1.0,18.0
0.0,0.76,10.08
2.48,9.28,4.02
0.0,14.0,5.0
0.0,0.22,3.96
0.0,6.86,2.3
0.0,3.4,1.2
0.0,1.0,18.0
0.0,1.0,18.0
0.0,0.96,17.28
0.02,6.78,8.8
0.02,13.74,4.9
0.0,12.98,4.6
4.34,14.0,5.0
0.02,13.74,4.9
0.04,7.04,2.44
0.0,14.0,5.0
1.12,6.72,2.9
0.42,6.96,9.56
0.0,1.0,18.0
0.0,7.52,10.34
0.0,1.0,18.0
0.04,4.92,5.96
0.0,14.0,5.0
0.0,8.0,11.0
0.38,14.0,5.0
0.0,8.0,11.0
0.0,0.5,9.0
0.0,2.72,3.74
0.0,3.72,5.06
0.0,8.0,11.0
0.0,5.16,4.62
0.0,10.08,3.6
0.0,14.0,5.0
0.14,1.76,2.1
0.0,4.22,1.5
0.0,1.0,18.0
0.24,13.74,4.92
0.0,8.0,11.0
0.0,0.94,16.92
0.0,0.74,11.88
0.0,0.7,12.6
0.0,2.52,3.3
0.02,4.62,1.02
0.0,0.28,4.32
0.18,2.44,2.98
0.0,12.88,4.5
0.0,12.24,4.3
0.04,7.4,2.42
0.06,6.0,5.3
0.0,1.0,18.0
0.0,0.5,9.0
0.0,8.0,11.0
0.0,0.52,9.36
0.0,1.0,18.0
0.0,1.0,18.0
0.0,14.0,5.0
0.0,0.4,7.2
0.04,4.44,1.34
3.56,13.76,4.94
0.0,0.94,16.92
0.0,5.3,7.26
0.0,6.72,9.24
0.0,6.24,8.58
0.0,0.96,17.28
0.0,14.0,5.0
0.0,1.0,18.0
0.0,6.24,8.58
0.1,13.16,4.7
0.54,6.56,8.68
0.0,1.0,18.0
0.0,1.0,18.0
0.0,1.0,18.0
0.0,7.84,10.78
0.0,1.0,18.0
0.0,10.92,3.9
0.0,7.46,2.6
0.0,4.08,1.4
0.0,0.56,10.08
0.0,8.0,11.0
0.0,13.16,4.7
0.0,8.0,11.0
0.0,8.0,11.0
0.0,4.64,6.38
0.0,1.0,18.0
0.4,4.44,1.7
0.0,1.0,18.0
1.64,8.9,3.84
0.0,0.98,17.64
0.0,5.02,5.94
0.0,1.0,18.0
0.0,8.0,11.0
0.04,10.22,3.2
0.0,1.0,18.0
0.0,8.0,11.0
0.0,1.0,18.0
0.0,14.0,5.0
1.66,3.36,2.18
0.0,1.0,18.0
0.0,6.14,8.36
0.0,8.0,11.0
0.18,7.72,10.58
0.0,8.0,11.0
1.28,8.0,11.0
0.0,1.0,18.0
0.8,14.0,5.0
0.0,5.16,6.82
0.0,1.0,18.0
0.08,8.48,2.88
0.0,1.0,18.0
0.0,8.0,11.0
0.0,8.0,11.0
0.0,1.0,18.0
1.14,7.44,2.76
0.0,1.0,18.0
0.36,5.32,7.22
0.0,0.68,12.24
0.1,8.0,11.0
0.0,0.86,15.48
0.0,8.0,11.0
0.0,6.44,8.14
0.0,0.64,11.16
0.1,8.0,11.0
0.0,14.0,5.0
0.0,1.0,18.0
0.68,4.6,1.72
0.0,0.96,17.28
0.38,7.84,10.78
0.0,0.74,13.32
0.24,2.96,3.66
0.0,0.74,13.32
0.0,0.94,16.92
0.0,14.0,5.0
0.0,1.02,1.32
0.0,0.44,7.92
0.0,8.0,11.0
0.0,14.0,5.0
0.22,3.56,4.08
0.0,1.0,18.0
0.0,3.36,4.62
0.0,1.0,18.0
0.0,2.66,0.8
0.0,6.24,8.14
0.0,1.0,18.0
1.48,7.88,10.82
0.0,0.4,7.2
1.24,14.0,5.0
0.0,0.96,17.28
0.88,9.88,3.8
0.0,0.9,15.84
0.36,6.34,8.22
0.0,14.0,5.0
0.0,1.0,18.0
0.0,7.68,10.56
0.0,4.2,1.5
0.52,14.0,5.0
0.0,10.58,3.6
0.0,10.92,3.9
2.86,7.7,3.98
0.0,14.0,5.0
0.0,0.62,11.16
0.0,5.7,7.48
0.06,2.58,3.36
0.0,0.8,14.4
0.0,7.72,2.5
0.0,0.94,16.92
0.0,0.98,17.64
0.0,8.42,3.0
3.58,13.32,5.12
2.7,13.78,4.9
0.0,13.26,4.7
1.76,6.64,3.24
0.0,0.46,8.28
0.02,6.56,8.8
2.2,9.58,4.14
0.04,3.08,2.24
0.0,1.0,18.0
0.0,11.76,4.2
2.42,13.56,4.94
0.0,8.0,11.0
0.06,3.78,3.14
0.0,13.16,4.7
0.0,0.84,13.32
0.0,3.3,3.08
0.0,0.98,17.64
0.0,10.8,3.8
0.58,6.14,8.26
0.0,7.56,2.7
0.0,11.06,3.9
0.0,8.0,11.0
0.0,8.0,11.0
0.0,0.3,3.96
0.0,7.64,10.34
3.8,14.0,5.0
0.0,0.92,16.56
4.72,14.0,5.0
0.0,12.1,4.3
2.62,13.32,4.86
0.0,1.0,18.0
0.0,8.0,11.0
0.0,1.0,18.0
0.0,0.98,17.64
0.0,6.18,8.36
2.3,7.64,3.62
0.0,0.14,2.52
0.0,1.0,18.0
0.0,7.56,2.7
0.0,7.22,9.68
0.04,3.74,1.22
0.02,13.48,4.8
0.0,0.9,16.2
0.0,0.68,12.24
0.0,0.82,14.76
0.0,0.96,17.28
0.0,0.94,16.92
0.0,3.68,5.06
0.0,1.0,18.0
4.8,13.36,4.94
0.0,12.4,4.4
0.0,1.0,18.0
0.0,1.0,18.0
0.0,4.8,6.6
3.68,14.0,5.0
0.46,8.0,11.0
0.0,14.0,5.0
0.0,1.0,18.0
0.0,4.44,3.74
0.0,14.0,5.0
0.0,7.2,9.9
1.04,7.8,3.12
0.0,3.22,4.4
0.42,8.56,3.14
1.12,4.7,2.26
0.0,2.24,2.86
0.0,5.44,7.48
0.0,4.64,6.38
0.0,1.0,18.0
0.0,0.86,15.48
0.0,11.04,3.8
0.0,1.0,18.0
0.02,8.0,11.0
0.26,7.92,10.78
0.0,5.6,7.7
0.06,5.3,1.84
0.0,1.0,18.0
0.0,0.44,7.56
0.0,7.84,10.78
0.22,13.44,4.8
0.0,1.0,18.0
0.0,8.0,11.0
0.04,6.62,8.82
0.4,7.1,2.66
1.02,3.8,1.64
0.3,6.14,8.34
0.0,5.62,7.7
1.42,3.72,5.02
0.5,5.42,7.22
0.84,11.32,4.1
0.08,14.0,5.0
0.0,0.98,17.64
0.04,3.36,3.78
0.18,4.98,5.34
0.0,0.68,12.24
0.0,1.0,18.0
0.06,2.54,2.68
0.0,1.0,18.0
0.08,14.0,5.0
