x1,x2,x3
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,0.0
80.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,0.0
60.0,0.0,0.0
600.0,0.0,0.0
80.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
60.0,0.0,0.0
60.0,0.0,0.0
40.0,0.0,0.0
280.0,0.0,0.0
60.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,40.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
100.0,0.0,0.0
80.0,0.0,0.0
100.0,0.0,0.0
40.0,0.0,0.0
60.0,0.0,0.0
60.0,0.0,0.0
20.0,0.0,0.0
240.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
100.0,0.0,0.0
20.0,40.0,20.0
20.0,0.0,0.0
20.0,120.0,20.0
20.0,0.0,0.0
60.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
80.0,0.0,0.0
140.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
600.0,0.0,0.0
100.0,0.0,0.0
240.0,0.0,0.0
20.0,0.0,20.0
20.0,0.0,0.0
40.0,380.0,40.0
20.0,0.0,0.0
520.0,0.0,0.0
40.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
60.0,0.0,0.0
40.0,0.0,0.0
80.0,0.0,0.0
40.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,20.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,20.0,20.0
120.0,0.0,0.0
40.0,0.0,40.0
20.0,0.0,0.0
120.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
540.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
40.0,0.0,0.0
20.0,0.0,0.0
280.0,0.0,0.0
20.0,100.0,20.0
120.0,0.0,0.0
20.0,0.0,0.0
80.0,0.0,0.0
40.0,200.0,40.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
20.0,0.0,0.0
340.0,0.0,0.0
20.0,0.0,0.0
60.0,0.0,0.0
