x1,x2,x3
0.0,0.0,0.0
0.0,0.0,0.0
1.28,1.38,0.4
0.0,0.0,0.0
0.6,0.3,0.42
1.24,1.66,0.48
0.0,0.0,0.0
0.0,0.0,0.0
2.18,1.24,1.18
0.0,0.0,0.0
0.0,0.0,0.0
4.08,1.4,2.24
0.0,0.0,0.0
0.56,0.34,0.2
1.14,0.56,0.22
2.18,0.58,0.58
0.0,0.0,0.0
0.96,1.56,0.16
0.0,0.0,0.0
0.0,0.0,0.0
1.86,0.9,1.02
0.66,0.14,0.4
1.8,1.04,0.2
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.46,0.46,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.14,0.64,0.0
0.0,0.0,0.0
0.18,0.6,0.14
4.08,1.4,2.24
1.54,1.48,0.52
0.0,0.0,0.0
0.48,2.2,0.08
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.42,1.36,0.52
2.88,0.42,1.28
0.0,0.0,0.0
0.64,0.62,0.24
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.58,0.54,0.06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.16,1.34,1.86
0.64,0.56,0.04
0.0,0.0,0.0
0.0,0.0,0.0
0.12,0.02,0.02
1.2,1.38,0.14
0.0,0.0,0.0
2.2,0.98,0.66
0.0,0.0,0.0
0.0,0.0,0.0
1.58,0.54,0.06
0.56,0.3,0.24
2.48,1.04,1.64
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.84,0.2,0.02
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.12,0.02,0.02
0.14,0.08,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.28,2.2,3.04
0.0,0.0,0.0
0.04,0.22,0.0
2.2,0.98,0.66
0.16,2.34,0.0
0.12,0.36,0.04
0.0,0.04,0.0
0.0,0.0,0.0
0.26,0.3,0.08
3.24,1.62,2.12
0.08,0.16,0.06
0.0,0.0,0.0
0.0,0.14,0.0
0.14,0.08,0.0
0.0,0.0,0.0
0.42,0.12,0.06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.8,0.88,0.02
0.0,0.0,0.0
2.3,1.02,1.24
0.0,0.0,0.0
1.54,1.48,0.52
0.0,0.0,0.0
4.84,3.24,3.76
0.14,0.64,0.0
0.32,0.1,0.1
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.08,3.84,4.68
0.64,1.36,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.06,1.18,1.2
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.08,0.0
1.8,1.04,0.2
0.4,0.16,0.02
0.0,0.0,0.0
0.26,2.82,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.52,1.02,1.2
0.0,0.0,0.0
0.42,3.42,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.04,0.0
1.24,0.62,0.34
0.0,0.0,0.0
0.0,0.0,0.0
3.72,1.3,1.98
0.0,0.0,0.0
0.0,0.0,0.0
3.56,1.74,2.72
1.74,0.64,0.32
0.0,0.08,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.34,0.74,1.54
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.34,2.42,3.42
0.0,0.0,0.0
0.04,0.1,0.0
0.0,0.0,0.0
2.88,0.42,1.28
1.76,0.76,0.46
0.0,0.0,0.0
0.14,0.04,0.04
0.0,0.0,0.0
1.48,1.1,0.44
0.0,0.0,0.0
2.48,1.04,1.64
0.36,0.12,0.0
1.22,1.8,0.4
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.66,1.28,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6,0.42,0.02
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.84,0.86,0.8
1.2,1.4,0.12
0.16,0.82,0.0
6.08,3.84,4.68
0.84,0.2,0.02
0.02,0.04,0.0
1.86,0.9,1.02
2.66,1.28,1.0
1.24,0.74,0.56
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.46,0.76,0.12
0.42,0.12,0.06
0.88,0.22,0.04
2.68,0.92,0.84
0.88,0.22,0.04
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.8,0.94,0.7
0.52,0.5,0.06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.02,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.18,0.58,0.58
0.26,2.3,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.14,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.46,0.46,0.0
0.0,0.0,0.0
2.22,1.04,0.64
0.12,0.36,0.04
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.8,1.14,0.72
0.0,0.0,0.0
0.14,0.04,0.04
4.74,2.7,3.78
0.0,0.0,0.0
0.0,0.08,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.2,1.4,0.12
1.22,0.58,0.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.08,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6,0.42,0.02
0.08,0.08,0.0
0.0,0.0,0.0
0.64,0.56,0.04
0.0,0.0,0.0
0.48,2.2,0.08
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.28,0.08,0.1
0.0,0.0,0.0
1.86,1.52,0.88
0.0,0.0,0.0
0.18,0.36,0.0
0.0,0.0,0.0
1.34,1.04,0.24
1.48,1.1,0.44
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.04,0.0,0.0
0.66,0.14,0.4
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.32,1.48,0.42
0.0,0.0,0.0
1.42,1.36,0.52
0.0,0.0,0.0
3.56,1.74,2.72
0.0,0.0,0.0
0.0,0.0,0.0
1.28,1.38,0.4
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.22,1.04,0.64
0.0,0.0,0.0
0.04,0.1,0.0
0.0,0.0,0.0
1.2,1.38,0.14
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.26,2.3,0.0
1.24,1.66,0.48
0.0,0.0,0.0
0.28,0.08,0.1
0.0,0.0,0.0
1.22,1.8,0.4
0.0,0.0,0.0
0.0,0.02,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.84,3.24,3.76
0.0,0.0,0.0
0.0,0.0,0.0
0.96,1.56,0.16
0.02,0.0,0.0
0.7,0.6,0.24
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.06,1.18,1.2
0.0,0.0,0.0
2.68,0.92,0.84
0.02,0.18,0.0
1.86,1.52,0.88
0.0,0.0,0.0
1.22,0.58,0.3
0.04,0.0,0.0
0.0,0.0,0.0
1.24,0.62,0.34
0.0,0.0,0.0
1.8,1.14,0.72
0.0,0.0,0.0
0.0,0.0,0.0
2.52,1.02,1.2
0.0,0.0,0.0
0.0,0.0,0.0
0.46,0.76,0.12
0.26,0.3,0.08
0.0,0.0,0.0
0.08,0.08,0.0
