x1,x2,x3
20.0,40.0,20.0
20.0,20.0,20.0
40.0,240.0,40.0
20.0,20.0,20.0
40.0,40.0,40.0
100.0,140.0,100.0
20.0,60.0,20.0
20.0,20.0,20.0
80.0,240.0,80.0
20.0,20.0,20.0
20.0,20.0,20.0
40.0,140.0,40.0
20.0,20.0,20.0
20.0,100.0,20.0
20.0,360.0,20.0
320.0,320.0,320.0
40.0,160.0,40.0
40.0,400.0,40.0
20.0,20.0,20.0
20.0,140.0,20.0
100.0,0.0,100.0
40.0,40.0,40.0
60.0,60.0,60.0
240.0,260.0,240.0
20.0,20.0,20.0
60.0,20.0,60.0
20.0,0.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,440.0,20.0
40.0,0.0,40.0
80.0,600.0,80.0
60.0,0.0,60.0
100.0,480.0,100.0
340.0,0.0,340.0
60.0,320.0,60.0
20.0,20.0,20.0
20.0,60.0,20.0
40.0,120.0,40.0
20.0,20.0,20.0
20.0,20.0,20.0
60.0,220.0,60.0
100.0,0.0,100.0
80.0,80.0,80.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
120.0,0.0,120.0
40.0,0.0,40.0
20.0,0.0,20.0
20.0,20.0,20.0
20.0,40.0,20.0
80.0,460.0,80.0
20.0,20.0,20.0
20.0,40.0,20.0
20.0,20.0,20.0
40.0,80.0,40.0
20.0,0.0,20.0
20.0,20.0,20.0
60.0,40.0,60.0
20.0,40.0,20.0
40.0,200.0,40.0
640.0,0.0,640.0
40.0,320.0,40.0
100.0,0.0,100.0
20.0,40.0,20.0
20.0,20.0,20.0
180.0,480.0,180.0
20.0,20.0,20.0
100.0,0.0,100.0
20.0,140.0,20.0
220.0,0.0,220.0
40.0,60.0,40.0
40.0,80.0,40.0
20.0,20.0,20.0
20.0,20.0,20.0
340.0,200.0,340.0
20.0,20.0,20.0
100.0,400.0,100.0
20.0,420.0,20.0
20.0,60.0,20.0
100.0,100.0,100.0
40.0,0.0,40.0
20.0,40.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
380.0,0.0,380.0
60.0,420.0,60.0
20.0,20.0,20.0
160.0,300.0,160.0
140.0,180.0,140.0
20.0,20.0,20.0
40.0,0.0,40.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
40.0,0.0,40.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,0.0,20.0
20.0,20.0,20.0
100.0,0.0,100.0
20.0,200.0,20.0
20.0,80.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
80.0,700.0,80.0
20.0,140.0,20.0
240.0,0.0,240.0
100.0,0.0,100.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
160.0,420.0,160.0
20.0,20.0,20.0
100.0,200.0,100.0
20.0,20.0,20.0
20.0,300.0,20.0
100.0,100.0,100.0
20.0,180.0,20.0
60.0,100.0,60.0
560.0,560.0,560.0
20.0,40.0,20.0
20.0,20.0,20.0
340.0,360.0,340.0
20.0,320.0,20.0
200.0,460.0,200.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
160.0,420.0,160.0
20.0,0.0,20.0
100.0,300.0,100.0
80.0,0.0,80.0
20.0,20.0,20.0
20.0,20.0,20.0
200.0,0.0,200.0
180.0,0.0,180.0
140.0,140.0,140.0
20.0,380.0,20.0
20.0,20.0,20.0
0.0,0.0,0.0
40.0,60.0,40.0
20.0,20.0,20.0
